,BR:MCF7,BR:MDA-MB-231,BR:HS 578T,BR:BT-549,BR:T-47D,CNS:SF-268,CNS:SF-539,CNS:SNB-19,CNS:SNB-75,CNS:U251,CO:COLO 205,CO:HCC-2998,CO:HCT-116,CO:HCT-15,CO:HT29,CO:KM12,CO:SW-620,LE:CCRF-CEM,LE:HL-60(TB),LE:K-562,LE:MOLT-4,LE:RPMI-8226,LE:SR,ME:LOX IMVI,ME:MALME-3M,ME:M14,ME:SK-MEL-2,ME:SK-MEL-28,ME:SK-MEL-5,ME:UACC-257,ME:UACC-62,ME:MDA-MB-435,ME:MDA-N,LC:A549/ATCC,LC:EKVX,LC:HOP-62,LC:HOP-92,LC:NCI-H226,LC:NCI-H23,LC:NCI-H322M,LC:NCI-H460,LC:NCI-H522,OV:IGROV1,OV:OVCAR-3,OV:OVCAR-4,OV:OVCAR-5,OV:OVCAR-8,OV:SK-OV-3,OV:NCI/ADR-RES,PR:PC-3,PR:DU-145,RE:786-0,RE:A498,RE:ACHN,RE:CAKI-1,RE:RXF 393,RE:SN12C,RE:TK-10
ME:MALME-3M,883.093691864006,924.9197384184208,899.1391449047248,979.1870557564579,883.5073332910148,912.4017349073818,858.2013664892409,842.1068189416352,910.1893552052782,1085.3462772981716,944.0560429693784,892.5479975205816,896.4565643989674,952.0084717044276,994.0241953674971,897.0775952491512,1005.1200121806351,1002.6654437557924,1045.7259503832734,1002.5618810507408,1011.401910042689,938.8030215359346,920.1407336837121,780.8707114221917,0.0,792.6125460298995,676.3476797128826,752.7880349374584,701.803761469686,730.1980831452518,668.730657813742,695.8490429173557,932.1064712343756,907.9247196959673,868.8009888720201,902.4375461421134,945.1870833448795,884.1792996157511,953.6362099941465,896.3555628616358,956.2286154089932,948.0909112421658,953.0136458068164,914.9162484643059,887.7224248333484,883.475244493585,900.2095380226762,905.3995614666487,924.201100331524,906.7028131416599,860.9920924120036,894.1262103808389,924.5690991764757,919.2856237764189,897.7074161997327,898.8852411921114,875.8982762963974,892.0632351868336
ME:M14,894.7668719202783,961.5385017314698,937.5945147706444,996.9409651544067,899.0036907293544,919.812348053667,888.6088458405083,907.0404377303142,920.3018687664389,1073.8168163392672,967.1671624186795,922.3454649359967,949.7262884136671,1004.269579840493,998.6881269135027,957.9619522820311,1041.8710747544533,1027.6186966905573,1040.5314825006496,1038.1244212636552,1031.4185721858994,983.6690150487613,865.0497165365698,845.8136074082753,792.6125460298995,0.0,759.4957637926627,787.6029458991378,807.8188526650018,767.198377137882,789.70410430743,798.5186457816748,964.5401474490319,936.3564250417677,877.2210967179255,914.862287906218,954.5510826383256,901.7819720314883,952.6817921121403,935.716310897165,980.6123279782893,986.6632648740906,944.5612328494115,954.3351952170686,934.4675561238068,911.2341211615159,940.8420422318509,929.1215482788027,928.6473812012823,931.1817971679859,881.4238362955701,936.8671339747171,959.6931985244034,926.2992394124052,952.011970349113,904.2388704811356,909.1639562713648,921.0706991485505
ME:SK-MEL-2,848.4086615523208,882.6004485796507,873.0254391224806,960.7278439422892,896.9093327756154,869.4981615546982,838.8137354889941,856.5587721300857,844.8519449098759,1010.1749809938871,911.8747963673521,890.6481864917257,914.1430051042342,954.9884887892626,921.947903334565,892.7275739154694,973.68873939622,949.7340425577047,957.2880433808834,971.2821831100372,955.8405917740675,961.1307179650437,878.1275925473475,762.074422713425,676.3476797128826,759.4957637926627,0.0,694.0800601991097,643.3692370186812,673.6159726016004,736.7682132034473,707.8698853348686,865.1317191503271,875.8034217802528,828.0821746445216,863.3882325755892,897.3527534827094,862.7273352919797,887.9225956191227,862.2564465841934,913.4438642412571,889.4371999455607,881.3048067535999,882.3073652639425,884.3891214804713,875.5767383068145,903.829197171678,842.1899134381747,910.3109872955504,883.7367075594407,836.593411539321,874.161840611337,883.1623419207818,864.4153702607329,858.4333952002333,864.3347952246282,856.9487382031671,874.0185541114099
ME:SK-MEL-28,808.0731709820592,864.8587728311483,836.4488872292198,891.508990582821,841.7962572154858,836.9413743130402,803.5094158583333,848.2741699338724,820.2894764228053,978.303216384368,859.4692943636787,814.0808291680869,849.4166815980248,908.955590471834,881.4947646963087,838.6751840796289,941.5389672281228,917.9809309724251,928.1858935967516,932.9288391313672,932.5379072933174,922.0907178840921,835.3197370558178,788.7575963716606,752.7880349374584,787.6029458991378,694.0800601991097,0.0,675.1167780688021,701.1646321570989,747.8980319462005,742.6285122697617,806.4479363219921,814.7041809479073,774.725271862226,824.4304316848086,862.2818835270751,785.6001400839996,842.2654641875089,799.7972790001228,854.7303957237043,836.024949101999,833.8280124516089,830.7239473826428,828.005666313341,761.3882304947982,838.394897714675,714.8167550323651,857.7289539330011,802.2254754057617,796.9860986899332,824.6692121505442,837.6399085269279,815.1697765514862,843.4862011230533,807.9772751544438,805.57719814677,825.5679319977248
ME:SK-MEL-5,904.4986453770949,954.1239038830334,931.5801309157468,968.2843962380059,907.3329893616786,938.5963711462985,882.3085898318116,891.4452402514694,919.366661615484,1068.144732103286,939.1790911130846,903.649287142418,906.5869163025685,966.593075507993,983.5386138159499,909.026286218941,993.979809346749,987.988356010839,1017.6060776243427,995.2380851007458,994.3526321466646,968.0760444779121,927.221549507452,727.7794687802068,701.803761469686,807.8188526650018,643.3692370186812,675.1167780688021,0.0,733.5126962500378,754.6670339765743,767.142147116165,927.0510486742357,907.7621731444863,877.1869356950087,916.7150173472671,963.0851708104531,880.9874952949104,946.3062020979256,898.9531926413074,938.5358785789703,929.8514010179262,935.4421801249931,910.8900408111837,899.2444751150822,888.1976199337622,916.7602112068347,882.0982411551447,944.9057883402979,912.2429006443407,880.9074037542199,927.1818690618364,938.6931128238878,932.1844337914036,916.4526338644021,911.2915959592738,893.1631127324955,919.4505038124673
ME:UACC-257,820.4623250564283,821.518117557367,825.0863973821165,938.6274832115241,875.180316336011,811.4444523188264,774.9763076836607,806.5713404659256,772.6503118228842,1001.0285399987355,908.2405494162876,881.6992833415488,913.7492346595972,961.255005610894,907.0380918489589,888.4325859641799,954.882121945426,936.1844496374636,919.5573405557698,958.0194027445369,944.3550357058513,961.3243607087048,830.3013282832925,832.8279821932016,730.1980831452518,767.198377137882,673.6159726016004,701.1646321570989,733.5126962500378,0.0,726.0991226650807,701.4959569662539,820.9065466811675,824.153444578132,776.4976070742267,816.7541378787132,849.8899766458011,816.2988973311185,849.9673760215741,809.0707464023155,881.3674136011612,836.1096929667779,826.7319782644189,845.4415141634578,856.8758084255849,838.1468026628745,861.4369490125207,796.3910206293134,847.9630185692062,841.0286089081633,790.6146612256821,821.424727551466,857.9906239551802,805.9575984684305,837.1865065652935,825.0256924132726,837.8846366093602,840.7920420514217
ME:UACC-62,874.2564434363637,925.6374568177326,902.9217911735211,976.5881370275805,893.4814795545568,882.3703580617383,855.7820004802627,874.1563354709501,893.6508189852455,1034.0645959295769,928.2341096366802,887.6092990409685,914.1119418506687,961.8403902940448,950.6537967725158,908.1474736418089,1003.7633630961035,978.6423591169555,1008.5423055950603,994.2749652817373,986.9713401451942,934.0503152908839,864.2333836551328,828.1714183893334,668.730657813742,789.70410430743,736.7682132034473,747.8980319462005,754.6670339765743,726.0991226650807,0.0,583.8022612554698,920.8044760094293,905.0134804570595,868.0696232589872,905.9235122111583,956.6914304309408,880.5517055363646,948.8910893954059,899.2067399641754,950.2417415863185,937.941283322149,931.6768924214015,922.137503885402,912.1662872831905,905.9102108945457,925.0785864957636,901.4823704521347,920.6873503051944,913.3009744038378,871.5771168806576,903.5735507937359,948.2023205940808,911.1842888384324,924.1620706921485,903.7754583097509,891.3295802457135,919.446016716588
ME:MDA-MB-435,836.3586230923905,885.928184927537,854.3859729928856,949.0238761769906,901.1931442804033,862.762666634921,838.1323220786797,865.4269924037496,835.1911145875536,998.159045589429,903.3222115790136,882.6751013555325,907.921759465539,943.9409873482559,913.3523734194816,881.1791201140662,954.6358537740974,934.4680383389257,929.5614030111188,950.5714830400709,948.6960645480721,942.4518167704913,869.0013720017935,865.8340399014124,695.8490429173557,798.5186457816748,707.8698853348686,742.6285122697617,767.142147116165,701.4959569662539,583.8022612554698,0.0,859.7611288817379,869.230981408279,834.4467914061388,837.3492202480398,899.9090467625051,849.5834560088845,892.2907309913064,861.6084034107374,905.8032376890689,890.1039072248813,884.4598792104703,882.3676835191777,880.948051630174,873.9344936904595,910.5745419140594,847.3384920756287,896.0675645814882,874.0594883622051,844.9651910658807,875.6615941338297,893.551194942405,867.1663642675493,874.2811919691513,857.8443361228191,873.4206164947104,884.2656071311379
ME:MDA-N,746.3534318973819,813.5356759128637,785.2757946129497,881.1018364105252,901.4161626374358,814.7123612545719,756.1805527445149,882.3389451242647,706.5507594249689,925.7549058438741,823.1750616995148,817.2885053131481,849.3626089091747,861.8040834087527,812.4656821398675,800.0809171908799,893.0576753373771,887.4480596840584,841.8810768202361,899.7331754775968,901.1000929436194,1008.7309284650688,919.1370908156193,1012.4636482896561,932.1064712343756,964.5401474490319,865.1317191503271,806.4479363219921,927.0510486742357,820.9065466811675,920.8044760094293,859.7611288817379,0.0,666.2320788283913,690.7806790885222,739.726983155272,765.1618835429532,763.0881241285309,721.9733274941672,656.2836935898985,809.5546378052562,716.6159995402,783.9747136056111,782.8015275336401,750.2856864601644,775.7967653593307,785.5239293541603,710.0910270331544,867.0448877186232,707.2879032317745,732.7910131306197,715.2114933437523,716.9461113856465,724.5959409236294,765.8075903025511,764.8452885244177,754.266052478832,771.9695301726617
LC:A549/ATCC,766.3467995816254,825.1548299410239,793.8506822791047,860.8037159922112,850.0373878412641,809.0627656201958,780.7606304348343,834.736330318143,752.8826746884272,923.6252016223895,824.5457842667076,798.5481745524185,829.1232276103472,863.0690838165852,842.6743533506877,830.4617795678498,952.2217320146603,946.4092368785293,912.6875448695464,963.6206465643003,947.9572015787422,983.3059294573587,880.1153241462164,954.6665403259927,907.9247196959673,936.3564250417677,875.8034217802528,814.7041809479073,907.7621731444863,824.153444578132,905.0134804570595,869.230981408279,666.2320788283913,0.0,737.4989880711701,755.2546185651564,766.8989835793241,715.3873433895795,730.3199274927393,737.6504840166514,845.1518046682502,801.0877641014124,803.274861646373,794.2095206612671,789.6762085089051,807.3012368354206,796.7151668030423,791.2729336916561,809.5240528230153,747.7210597408637,760.8490248340993,774.5852310695059,791.6069332787581,748.4346562092111,793.6713322698506,803.2505236462656,770.8864156929994,794.2268082298658
LC:EKVX,618.2386161370057,723.7555126622526,715.101201333769,870.3062368603364,764.020081459905,711.1415883134665,677.999254122746,789.4697916418336,690.9378782017961,927.995071526784,824.1198949000079,793.1242227665223,823.5673816701341,838.8955080211122,820.2337596886631,800.4863152353074,890.3310189704728,868.8857393058078,864.1732140595426,889.7517787388796,911.3578190518804,952.9409096287135,809.392443626082,951.4844011522207,868.8009888720201,877.2210967179255,828.0821746445216,774.725271862226,877.1869356950087,776.4976070742267,868.0696232589872,834.4467914061388,690.7806790885222,737.4989880711701,0.0,670.5244408655066,706.1785420182349,756.0749772502725,745.5737776243208,745.7609461201359,798.4118011477536,758.5338473838856,745.6723026752435,753.2675711279492,749.2224160774956,699.2254554805626,757.0145878937868,678.8658883188931,783.3084579225477,711.599856131239,646.1441830512755,724.1155363773103,723.438900395189,667.2633759026489,717.0163975816731,669.2770420102574,718.0588582198537,690.0175755493478
LC:HOP-62,659.336711813471,777.5489947797503,746.3743794993233,901.889247326965,860.2110580735404,798.2169851431373,742.5244658723375,810.5512081201284,730.0711834951437,978.2113150357648,870.6603691394251,836.1107449453093,880.3553783961341,877.194414276562,867.1785780766264,840.7444905790345,899.5185664893193,904.0059649587497,871.865280916725,913.7444828205529,929.3933911896511,982.1927298407375,891.3609055612656,981.393351743326,902.4375461421134,914.862287906218,863.3882325755892,824.4304316848086,916.7150173472671,816.7541378787132,905.9235122111583,837.3492202480398,739.726983155272,755.2546185651564,670.5244408655066,0.0,747.4331618298721,768.8260863134135,773.1776663245,763.1903224543665,829.8496186550913,800.0029965262632,820.0023548557651,784.0948994088659,771.2864223860031,765.2365269235387,809.9650910440523,739.9842266825693,806.9028543418345,747.8805131543405,722.1899321376615,762.0900065340052,753.0391935649831,745.5953016730995,701.2974395582804,737.1408447101544,765.1336235612705,742.3830647563291
LC:HOP-92,720.2587219145631,767.5102763168713,734.7154390673984,936.8130627926793,804.8246436131292,785.2484602302638,772.9715296128311,821.8191817535047,740.7789503617121,984.6653395083022,899.9538597233752,881.7429231629818,916.1134276343734,920.8110675893292,900.8396135206309,913.1903796536621,984.373385804391,974.5846451232443,949.532187607666,981.6236022651453,972.6381348919031,1018.7953487060097,854.5314999729384,1005.1590727168516,945.1870833448795,954.5510826383256,897.3527534827094,862.2818835270751,963.0851708104531,849.8899766458011,956.6914304309408,899.9090467625051,765.1618835429532,766.8989835793241,706.1785420182349,747.4331618298721,0.0,830.2646213039551,794.437576798832,816.2352131665233,899.3550768217192,853.5621365184849,829.5009859451649,826.7330807497666,836.3064637894413,780.9113252072864,842.0873502345229,774.1721394896616,812.9578547698519,791.8432885622004,758.7736964312876,775.959993421053,776.2779778906523,737.1229990863126,760.9285085591155,750.7908577260382,780.4716852512975,741.5524414442984
LC:NCI-H226,789.8508409028882,874.4531347802466,793.7461783498552,852.9121460853985,843.3609736002726,840.9604540731987,797.138538925951,855.9926117444004,812.3309459549106,966.934289772578,830.0668804259092,761.1603466859004,794.7271276123647,863.1553571495689,876.7752900880591,819.9653046678256,876.6227061952021,896.514577768259,888.9118543758992,889.439257130581,922.4339345758051,914.9090863850898,870.6601325609206,928.1836418015565,884.1792996157511,901.7819720314883,862.7273352919797,785.6001400839996,880.9874952949104,816.2988973311185,880.5517055363646,849.5834560088845,763.0881241285309,715.3873433895795,756.0749772502725,768.8260863134135,830.2646213039551,0.0,767.7710108665215,759.0355662259839,782.6526808501968,834.5657590753412,813.5674121269852,829.1641476734267,821.228517625271,783.9199719805587,826.3484181506007,809.0981573387744,813.5329490604544,769.7482372594301,787.3107451349815,833.5649798072133,836.0310428058276,800.1859041629012,848.7382345370096,780.8974071528213,791.496961078184,826.197165533143
LC:NCI-H23,774.7254667958191,876.4893510602396,834.8450802550135,825.3563977210084,901.3106936173563,860.8096068864475,796.0804743340966,903.6183561891603,767.750682154695,890.9284959080611,788.5267192689164,806.3507876526197,810.8015140279402,806.7483758428027,792.4758195781118,817.8900818410747,922.1252093311406,940.0974066286959,910.7057337104013,943.2011822501072,935.1732576554999,1015.3099368749424,921.2361533754522,1013.5738824520886,953.6362099941465,952.6817921121403,887.9225956191227,842.2654641875089,946.3062020979256,849.9673760215741,948.8910893954059,892.2907309913064,721.9733274941672,730.3199274927393,745.5737776243208,773.1776663245,794.437576798832,767.7710108665215,0.0,779.8379822559301,862.7134705387413,801.4810957745666,764.538204575808,768.9944182606272,780.9352097030842,820.0107191817676,787.8190678658391,785.9480578651493,826.2107902514952,747.0044915654792,792.7408320075358,823.1475947386351,814.9517812189871,791.7640910258559,836.8218291583938,799.9119357723075,804.4368860544622,808.1335535862866
LC:NCI-H322M,784.0280398359484,856.2745515504942,814.5996992369934,895.7158233636379,891.8904681551428,839.7717454671835,768.1165648213815,862.4623233434604,756.2560006717301,968.3440457027658,830.9906451134092,823.2384214351275,837.7677584133927,876.2778496835347,856.628670716198,814.5650415117262,893.2824479071554,878.4915730608916,871.1769052701064,901.570127000113,891.005867269683,956.1661644672438,920.9095084474911,977.1930800133617,896.3555628616358,935.716310897165,862.2564465841934,799.7972790001228,898.9531926413074,809.0707464023155,899.2067399641754,861.6084034107374,656.2836935898985,737.6504840166514,745.7609461201359,763.1903224543665,816.2352131665233,759.0355662259839,779.8379822559301,0.0,847.3987514033757,797.2208423260145,828.0842328392685,821.6714693203118,810.8099581079404,807.0734760379628,835.6180294584365,783.5600463021325,857.3107739571459,760.8809538147211,776.5301856895197,773.7336725934837,799.4418776565311,790.6039048164381,811.3503134213976,794.8271879962335,802.3867947754376,822.1783672956859
LC:NCI-H460,800.0924929775306,881.5838137369583,846.9030402726157,911.1754704292691,927.3063960471745,920.4032524839317,811.4129480782273,919.6717067622554,827.9524799528048,1053.5904823516582,912.4121424597549,885.0958784860541,883.9746237585106,942.8253741123009,928.9275884960032,861.9547263336979,900.6746159301927,910.8494616504969,886.4865497795216,895.753248620958,956.8782000531731,1023.6249494311867,983.6483700718464,1032.823930702615,956.2286154089932,980.6123279782893,913.4438642412571,854.7303957237043,938.5358785789703,881.3674136011612,950.2417415863185,905.8032376890689,809.5546378052562,845.1518046682502,798.4118011477536,829.8496186550913,899.3550768217192,782.6526808501968,862.7134705387413,847.3987514033757,0.0,801.8848176059952,835.2452874437545,830.4555468927881,875.7309781405473,820.190269597244,853.877546200859,800.0178918780507,932.035138951853,820.832415304123,839.6972704451288,875.3173497120915,847.9424315512225,855.1718410173477,857.7251895315891,811.1758604359478,849.5875133616313,877.5136476596817
LC:NCI-H522,786.5835519383812,857.5721461428187,824.2589943203532,909.9322138296899,951.0360644008196,892.1115791166484,794.3193577522836,917.3321154325733,773.5489948277357,981.3660919213585,861.215206156394,855.0929359221722,865.8867641926398,886.1159827612863,829.8759364025447,831.0247172629706,894.1146966972414,883.0291718556077,858.8948350333702,904.1498556799089,922.7194405646821,1024.1412233930434,969.3170023650672,1039.2307543077236,948.0909112421658,986.6632648740906,889.4371999455607,836.024949101999,929.8514010179262,836.1096929667779,937.941283322149,890.1039072248813,716.6159995402,801.0877641014124,758.5338473838856,800.0029965262632,853.5621365184849,834.5657590753412,801.4810957745666,797.2208423260145,801.8848176059952,0.0,753.2097775427504,702.3493107393217,783.8677911433788,788.857481897079,749.2705215054173,714.752433620201,914.446975844964,773.5164229226164,774.1155780566622,796.7377165868323,774.1679483936283,781.6433175509146,783.5524145645904,809.8270367695806,787.4615007903561,806.0273573322434
OV:IGROV1,793.9369201000795,864.3491274733841,806.0309645975146,870.777413953187,903.1241943071839,843.67872883462,778.153941009104,888.2181144775197,754.1416359060145,919.4567880390028,835.593588639238,852.1946440866661,855.183724572679,882.630378445587,825.8120147212679,852.3192185267206,936.1794675819378,914.0915049337236,896.893663467972,937.9187893490563,934.8315989781261,1017.4713944278728,900.1912132541619,1003.3507528790718,953.0136458068164,944.5612328494115,881.3048067535999,833.8280124516089,935.4421801249931,826.7319782644189,931.6768924214015,884.4598792104703,783.9747136056111,803.274861646373,745.6723026752435,820.0023548557651,829.5009859451649,813.5674121269852,764.538204575808,828.0842328392685,835.2452874437545,753.2097775427504,0.0,665.3707714845912,849.3597426308831,801.0262748118816,794.0222374902354,765.6832125846823,846.822331713093,800.6358124334682,780.665178509968,822.1617488596758,812.1757011435396,759.3190097620368,825.2963101141307,802.332775599377,801.2654074793195,816.1369038807151
OV:OVCAR-3,763.197284131698,838.4519086829015,804.8283289310835,865.2673847008219,899.0338165425147,890.9571931647444,775.9740371777914,875.9863650868087,791.4175245652576,983.8970048988868,838.6146762291967,851.7215899177382,828.1003529742032,842.1434485555296,857.0397725310071,828.4108573974629,931.4548912405797,932.0474845746863,919.5834652379305,937.8432850876527,935.6327952460832,1006.8155758911362,974.1283373662835,1005.0312870567761,914.9162484643059,954.3351952170686,882.3073652639425,830.7239473826428,910.8900408111837,845.4415141634578,922.137503885402,882.3676835191777,782.8015275336401,794.2095206612671,753.2675711279492,784.0948994088659,826.7330807497666,829.1641476734267,768.9944182606272,821.6714693203118,830.4555468927881,702.3493107393217,665.3707714845912,0.0,785.2524192003488,769.3096614478463,720.3310126316929,747.4966029247223,865.4077719110222,778.0806669626229,759.2300533909338,779.3913723515291,787.330747658187,780.485028281773,756.9336716872888,800.3076054961614,760.0847475281948,763.7913667959333
OV:OVCAR-4,761.6977433851304,874.6372220686702,840.3393941295384,910.9296358440644,880.5921024271115,906.5897974530708,816.7826396159508,884.456371766296,838.6129907621273,996.1423144987867,844.1429129768255,784.0668839403945,806.8014350483021,792.905095662148,868.6218035980907,796.5303451218917,944.6576662929274,960.8070686396933,980.7640331715882,955.7238715350788,974.6599589005389,973.290136151086,944.844175864994,990.8373043456733,887.7224248333484,934.4675561238068,884.3891214804713,828.005666313341,899.2444751150822,856.8758084255849,912.1662872831905,880.948051630174,750.2856864601644,789.6762085089051,749.2224160774956,771.2864223860031,836.3064637894413,821.228517625271,780.9352097030842,810.8099581079404,875.7309781405473,783.8677911433788,849.3597426308831,785.2524192003488,0.0,762.7046451104126,746.5932566417944,772.446032091563,827.6636341811812,738.1251849564543,748.7384453225304,796.742066322596,774.9146528992724,816.3447523283284,785.6510151243999,809.2770698438209,749.6594869212289,754.9604965572702
OV:OVCAR-5,719.5529916420332,811.2298887966344,750.1091385625161,901.9409165837861,787.6841977861432,876.0260009354746,773.3540172346685,864.339391453959,808.0749332283483,1037.6834513877536,891.5738289126706,814.5425474958322,829.616472252691,895.8095717093001,911.3834613394079,836.1156768001662,903.3900174094242,919.6866927606378,924.3601908109198,902.9347905208879,959.7507203003286,962.1613624002994,894.9393132771629,994.4241045549933,883.475244493585,911.2341211615159,875.5767383068145,761.3882304947982,888.1976199337622,838.1468026628745,905.9102108945457,873.9344936904595,775.7967653593307,807.3012368354206,699.2254554805626,765.2365269235387,780.9113252072864,783.9199719805587,820.0107191817676,807.0734760379628,820.190269597244,788.857481897079,801.0262748118816,769.3096614478463,762.7046451104126,0.0,732.0653821374153,539.8096133388141,829.4773110537744,715.1491237007846,720.361598766203,796.1935650838933,766.1062285917014,771.0574140574746,768.8635874620412,691.5864865466934,726.3591356939073,730.8596346652344
OV:OVCAR-8,760.5867207130295,850.3816590008273,807.2241166956053,901.8937337037,836.1637233951255,886.9250079747444,777.2470500201335,871.6957595795683,833.8344425112218,1027.6223173160458,871.2569369376638,815.9050200011029,810.5328781961902,864.7637189729919,898.8577208685476,848.4217308243583,944.0521284542499,976.6034724149818,996.4106551026036,953.9297213563483,995.0132894172822,992.3242598213551,950.7205607269674,1000.0242824441815,900.2095380226762,940.8420422318509,903.829197171678,838.394897714675,916.7602112068347,861.4369490125207,925.0785864957636,910.5745419140594,785.5239293541603,796.7151668030423,757.0145878937868,809.9650910440523,842.0873502345229,826.3484181506007,787.8190678658391,835.6180294584365,853.877546200859,749.2705215054173,794.0222374902354,720.3310126316929,746.5932566417944,732.0653821374153,0.0,776.003120319113,822.0309395570218,750.9065897287093,706.359709235316,776.4630699775747,781.1805612756888,770.0580464452016,764.2139177291918,782.2286139946557,721.0150603073423,739.3982372612202
OV:SK-OV-3,730.0602404034888,791.3455149831836,764.800240168634,891.8495519116439,863.3473443527812,837.383538776587,769.0704691483089,869.2821557906273,739.5270809192858,991.4051901019079,882.9764376273016,853.8160781772618,886.2762830765585,909.7038558954227,860.3289593138197,837.2065097847723,888.4956461491525,887.5642374025668,855.4564307824212,888.8668004712517,919.7603345676524,1004.8104270075028,890.6025531122172,1001.459995211491,905.3995614666487,929.1215482788027,842.1899134381747,714.8167550323651,882.0982411551447,796.3910206293134,901.4823704521347,847.3384920756287,710.0910270331544,791.2729336916561,678.8658883188931,739.9842266825693,774.1721394896616,809.0981573387744,785.9480578651493,783.5600463021325,800.0178918780507,714.752433620201,765.6832125846823,747.4966029247223,772.446032091563,539.8096133388141,776.003120319113,0.0,864.6769198284406,718.2469401863124,747.5312237839969,780.6854352516127,740.3991080045948,745.8675997869861,747.7438502749453,710.3246814049193,763.7083976721744,763.8262856854299
OV:NCI/ADR-RES,798.2442465837134,869.3725673564816,813.1014839870852,934.0123815276756,830.6363408598253,823.2707634587784,826.4560595700174,876.9999767400222,833.6314661557589,966.8102806295552,860.9116579841393,820.4908746439537,870.7905511901239,905.8545408899818,883.4736693054301,891.1079878050693,1016.2393151733503,1000.9751797851934,1007.9344555689125,1018.3384951812436,1009.3091739412661,982.3664834342629,847.605720294525,975.0903830266196,924.201100331524,928.6473812012823,910.3109872955504,857.7289539330011,944.9057883402979,847.9630185692062,920.6873503051944,896.0675645814882,867.0448877186232,809.5240528230153,783.3084579225477,806.9028543418345,812.9578547698519,813.5329490604544,826.2107902514952,857.3107739571459,932.035138951853,914.446975844964,846.822331713093,865.4077719110222,827.6636341811812,829.4773110537744,822.0309395570218,864.6769198284406,0.0,821.7118028183605,781.1880681628464,853.5742125415926,867.2384744578621,793.3735326994466,860.4869107011447,827.492986477227,821.8397182644557,818.1522492910469
PR:PC-3,722.9155768974688,853.9284937247378,789.7898987167407,857.4220689310487,863.5538800132855,865.3138201144138,786.9434029198035,890.1605504396381,786.1372749819205,977.4977498531649,837.3957353163439,784.6957519096175,799.7367691865868,853.5633397786012,854.5721050426345,808.9127506023132,906.3060541864432,913.7745694223495,908.4878312503699,908.2137629407516,932.747722460366,962.729984891922,911.6672441450334,980.2686036816646,906.7028131416599,931.1817971679859,883.7367075594407,802.2254754057617,912.2429006443407,841.0286089081633,913.3009744038378,874.0594883622051,707.2879032317745,747.7210597408637,711.599856131239,747.8805131543405,791.8432885622004,769.7482372594301,747.0044915654792,760.8809538147211,820.832415304123,773.5164229226164,800.6358124334682,778.0806669626229,738.1251849564543,715.1491237007846,750.9065897287093,718.2469401863124,821.7118028183605,0.0,724.0845406905191,767.3445290343836,751.8086906899921,775.2348560784659,791.4743277573821,734.187862506593,731.4290220930532,768.0190583540232
PR:DU-145,673.6106789147569,752.391974482716,732.5101191860765,907.8302136770949,786.1354370215099,782.8208509601669,709.3672357488749,809.9994927047795,748.8786201842059,973.9812614598906,851.5166999202073,816.2646567994965,821.8076390238776,857.5553879715291,868.2884918620076,839.4812396438648,921.5761594702847,904.3980751295308,925.4412693191287,919.7990326750727,937.4014518369383,934.8296232699304,841.5911774204859,951.2336087087125,860.9920924120036,881.4238362955701,836.593411539321,796.9860986899332,880.9074037542199,790.6146612256821,871.5771168806576,844.9651910658807,732.7910131306197,760.8490248340993,646.1441830512755,722.1899321376615,758.7736964312876,787.3107451349815,792.7408320075358,776.5301856895197,839.6972704451288,774.1155780566622,780.665178509968,759.2300533909338,748.7384453225304,720.361598766203,706.359709235316,747.5312237839969,781.1880681628464,724.0845406905191,0.0,656.6854601466367,669.8977290303349,653.006725411002,632.7161619146453,711.1316736477148,601.1026850139667,635.7321403625901
RE:786-0,756.5330787440826,800.9403236059476,787.3176441170361,928.6313157658424,875.0595391143393,789.2071975812182,751.483719349927,824.933115302083,761.1852095626925,981.7041294682426,865.9051411944612,867.9204430211333,888.1832270066799,889.4153699948074,892.6783451781499,870.3341448305933,971.8107943246978,957.5411362557749,950.2687236655745,968.1577792374547,967.9767920058828,993.4662924805251,896.7725433486464,983.2790557003644,894.1262103808389,936.8671339747171,874.161840611337,824.6692121505442,927.1818690618364,821.424727551466,903.5735507937359,875.6615941338297,715.2114933437523,774.5852310695059,724.1155363773103,762.0900065340052,775.959993421053,833.5649798072133,823.1475947386351,773.7336725934837,875.3173497120915,796.7377165868323,822.1617488596758,779.3913723515291,796.742066322596,796.1935650838933,776.4630699775747,780.6854352516127,853.5742125415926,767.3445290343836,656.6854601466367,0.0,695.5679214598674,678.2107096780472,664.5557625511948,778.3599460320403,706.2442661678748,721.9557345170132
